action_type,alignment,alpha,background_blur,background_gradient_direction,border_color_alpha,border_color_hex,border_width,bottomMask,color_alpha,color_hex,content_mode,corner_radius_units,corner_radius_value,description,disable_tap_zones,flip_interval,font_color_alpha,font_color_hex,font_size,font_type,guid,height,height_points,hex,hidden,hide_page_status,icon_background_blur,icon_background_gradient_direction,item_size_height_units,item_size_height_value,item_size_width_units,item_size_width_value,key,log_view,margin_bottom,margin_left,margin_right,margin_top,name,number_of_items,orientation,padding_bottom,padding_left,padding_right,padding_top,rotation,size_height_units,size_height_value,size_width_units,size_width_value,template_identifier,template_name,text,tint_color_alpha,tint_color_hex,title,topMask,trigger,type,userInfo,story_id
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,dd1e0bae-84b6-4dc8-a901-16bc87cb51d1,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Продукт месяца: турнепс,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"В арабской кухне турнепс маринуют в уксусе, японцы добавляют его в мисо-суп. Западная гастрономия предлагает использовать турнепс в салатах. Его запекают с другими корнеплодами и жирным мясом, обжаривают с маслом и солью, добавляют в супы.",,,,False,,label,,1361
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,53fdfd84-076b-466e-8e21-c2e1218b625f,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что будет напоминать о лете,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1577
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,50,копия,False,15.0,1.0,#ffffff,17,normal,6a1810f2-1a95-4183-9419-9fd30cde901c,,,#ffffff,false,False,False,diagonal,,,,,,True,4,16,16,8,Что нового?,,horizontal,0,32,32,0,,pixels,232,pixels,288,,text,"При нетипичных для вас операциях приложение запросит ответ на контрольный вопрос. Мы добавили кнопку «Я забыл», на случай если вы не помните ответ.",,,10,False,,grouped,,1379
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,dee233ef-0dcb-4829-b87f-3dafd07f2fb5,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Спортивный инвентарь для дачи,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1396
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,c3dd78fb-9759-4898-95af-640a596d8aec,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Парки Лиссабона,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Парк Наций — огромный архитектурный комплекс, который достался городу после Экспо-98, приуроченной к 500-летию возвращения Васко да Гамы из Индии. Сюда можно приехать на целый день: прогуляться по набережной, сходить в океанариум и прокатиться на фуникулере вдоль реки. ",,,,False,,label,,1427
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,0eb92977-fc4d-4055-9882-770ccee29a69,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Красивые деньги,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"К Зимней Олимпиаде в Сочи выпустили первые вертикальные российские купюры — бело-синие, как русская зима.",,,,False,,label,,1318
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,8,False,10.0,1.0,#000000,15,normal,81710326-ff92-4002-969b-9d22798822e4,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Страховка на квартиру,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Оформить страховку,,,,False,,web_view,,1327
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,6556bc13-d255-449a-a0f3-13501e866d9d,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Еда в аэропорту: аэроменю,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Заказать,,,,False,,web_view,,1509
,center,0.6,False,vertical,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#ffffff,17,bold,f48c22c7-ca02-4c07-8485-b43a3f3e321b,,,#000000,false,False,False,vertical,,,,,hasCar,True,32,0,16,0,Сервисы для поиска жилья,,horizontal,0,16,16,0,,pixels,64,pixels,64,text_label,text,Нет,,,,False,,next_page,"{""paramValue"":""NO""}",1529
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,0427569e-e0b5-4799-9c63-8fb38268be9f,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Разводы в объявлениях,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Разбор с примерами,,,{{break}},False,,web_view,,1384
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,ec4c06b9-7900-4b1c-b682-7cf6e90e5982,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Какие книги покупать?,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,web_view,,1362
,leading,0.6,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,4768dbc8-1acb-4b39-9ce3-f3d3903f0c1a,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Пропал загран,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"В течение трех дней после возвращения из отпуска сдайте свидетельство в отделение МВД, чтобы получить новый загранпаспорт.",,,,False,,label,,1319
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,9e3f081f-6d56-47c5-8907-b1fdff47e3ad,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что смотреть в кино,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Смотреть,,,,False,,web_view,,1530
,leading,0.2,False,vertical,0.5,#ffffff,,False,,,fill,pixels,12,кнопка,False,20.0,1.0,#ffffff,14,bold,22923323-3e54-4a59-a7e6-87478223984f,,,#ffffff,false,False,False,vertical,,,,,,True,16,20,25,8,Бюджетное жилье в поездках,,horizontal,10,12,12,10,,pixels,1,pixels,48,,,Список «Домов для всех»,,,,False,,web_view,,1541
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,fe915891-82ce-45e6-bc03-cf12819ad0eb,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,8 сумок сезона,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1560
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,335e179e-1350-4db7-88cc-df99e2f47e3d,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Покататься по Москве,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Начните день завтраком на Даниловском рынке и отправляйтесь в путешествие по Замоскворечью через Большую Ордынку, Овчинниковскую и Озерковскую набережные вплоть до Дома Музыки. В этом старом московском районе есть на что посмотреть, а главное — где покататься.",,,,False,,label,,1410
,leading,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,73691d7a-7dec-471e-974b-1d7370970b30,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Вложиться в золото,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Вложиться в золото,,,,False,,deeplink,,1398
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,a8c79969-37b8-4b19-8837-4b1e05a27edd,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Вишлисты,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Составить вишлист,,,,False,,web_view,,1417
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,47a4e6c0-2a43-40c7-aee8-7d6571cbc7f2,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,8,Еда в Будапеште,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Место, где подают самый вкусный в городе ретеш — традиционный венгерский десерт, похожий на штрудель. Начинки есть на любой вкус: вишня, творог, слива, шоколад, яблоко и многое другое.",,,,False,,label,,1542
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,96141faa-1874-4468-a682-1dd89400a467,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Рассчитать зарплату гросс,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1561
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,7ad3534a-0877-4fee-9d0a-6d98e013404d,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Безопасность за границей,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,Ее не страшно потерять — основная карта и деньги будут в безопасности.,,,,False,,label,,1321
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,ccef749d-f5a7-4743-9d12-5339c38e0caf,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Сэкономить в отпуске,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Шопинг в Европе будет дешевле, если воспользоваться такс-фри — возвратом НДС. Для этого собирайте все чеки от покупок.",,,,False,,label,,1322
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,71b95c6a-919b-4eb2-9118-7cc6db422ebf,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Обналичили кредитку,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Написать в чат,,,,False,,deeplink,,1438
,leading,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,012dab4d-45a4-49f9-be45-9a6a5552589b,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Самое важное о Барселоне,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Городские пляжи,,,,False,,web_view,,1363
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,89cb3d38-43a5-41bd-8359-18054b68bca5,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Кто вы из кино,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,"Камера, мотор",,,,False,,web_view,,1385
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,60edd936-d01b-4f38-a57e-23b286391b02,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,"Signal, Дельфин, Антоха MC",,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1447
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,кнопка,False,22.0,1.0,#000000,15,normal,16c79c7d-64df-48f3-8211-bca53ab00a90,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Сезон лисичек,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Забронировать,,,,False,,deeplink,,1474
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,a21477f5-66a2-4810-aa7d-29c1e0bada10,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Что делать на Faces & Laces,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Если вы вдруг заскучаете, попробуйте покорить скейт. Будет непросто, но на мгновение вы почувствуете себя звездой подростковых инди-фильмов. Самые отчаянные могут освоить баскетбольную площадку.",,,2,False,,label,,1487
,center,1.0,False,vertical,0.5,#ffffff,,False,,,fill,pixels,12,кнопка тут,False,,1.0,#000000,16,bold,f9fa6761-c4f1-4cc6-9660-2d521a588f43,,,#ffffff,false,False,False,vertical,,,,,,True,32,20,25,16,Что такое эскроу,,horizontal,13,16,19,13,,pixels,1,pixels,280,,,Подробный разбор,,,,False,,web_view,,1488
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,da56662f-1d5b-4dc2-91db-57d7b0d137b2,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Ноутбуки для школьников,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1512
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,332fd39c-d90c-4b29-baf8-84a78ad34d80,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,"Signal, Дельфин, Антоха MC",,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1448
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,ee5e0b4a-6259-440c-bd22-353aec5ad6a0,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,8,Бары Будапешта,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"В переводе с венгерского бар называется «Кошка», и интерьер здесь в соответствующем «кошачьем» стиле. Главные сильные стороны бара — хороший выбор разливного пива и роскошное вегетарианское меню.",,,,False,,label,,1543
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,45169a94-2018-4978-a436-958c38a225f4,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Торг с покупателем,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Если сложно торговаться, скажите, что это не вы продаете вещь, а просто помогаете кому-то из близких. Скорее всего, покупатель не станет просить скидку и заберет товар за вашу цену.",,,,False,,label,,1364
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,6b9ff84e-622f-44a9-8640-539317dd558f,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,8,Телефонные мошенники ,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Если вас торопят с ответом, не реагируйте и кладите трубку. Позвоните в свой банк по номеру телефона, указанному на карте или на сайте, и узнайте, что случилось. ",,,,False,,label,,1531
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,7e6f202c-bb63-4c85-bb86-d5e4bcb0f206,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Театральные премьеры осени,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1562
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,1ddf61ad-bf57-431f-87e9-fe472efb9219,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Утечка личных данных,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Не давайте делать копию паспорта, если не согласны с чем-то. Если паспортные данные окажутся у мошенников, вас могут ждать неприятные последствия.",,,,False,,label,,1380
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,cb3b00d9-59b0-4f2c-a938-1d0cf5186038,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что такое полис ДМС,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Как лечиться без очередей,,,,False,,web_view,,1439
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,d8dace70-9726-440f-81d1-a66ea12bb631,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Концерты и фестивали недели,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1325
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,f45bb612-2d95-409f-a5a5-48a8d9207558,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Необычные продукты Вкусвилл,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1399
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,95bd3579-c671-43ed-9721-eab5d9d7ab65,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Где пить кофе,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Здесь варят спешелти кофе, готовят интересные рафы, например с грейпфрутом и розмарином или с матча, делают молочные коктейли и даже подают вино, что совсем нетипично для кофейни. ",,,,False,,label,,1411
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,38e91dfe-a6a6-4ac4-a51b-d82bf8ff0d9c,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Бизнес: студия велоспорта,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать о велостудии,,,,False,,web_view,,1544
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,1941f5ca-4cbe-476c-b2a4-b3ed270e70e5,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Блокировка карты,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1440
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,dbb78198-5623-4755-854b-03a86d78697b,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,"Signal, Дельфин, Антоха MC",,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1449
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,кнопка,False,22.0,1.0,#000000,15,normal,5ca8f095-6b70-4c87-b80e-a8388944d554,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Сезон лисичек,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Забронировать,,,,False,,deeplink,,1476
,leading,1.0,False,vertical,1.0,#ffffff,,False,,,,pixels,,описание,False,20.0,1.0,#ffffff,17,normal,aa799c4f-7920-4e62-80d7-37455c312dbb,,,#00bee0,false,False,False,vertical,,,,,,True,64,,,16,Цифра дня,,horizontal,32,16,16,16,,pixels,,pixels,,,,Исследовательский холдинг «Ромир»,,,,False,,label,,1520
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,2a7ab597-0641-4fb2-885a-0b95224e1966,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Думаете об ипотеке?,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Заполнить заявку,,,,False,,deeplink,,1420
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,6717afcd-98e6-4184-92a0-bf63912df03b,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Налог с продажи квартиры,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1441
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,45c92fd7-5925-46c8-8940-b81ead9d9e29,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,8,Карта для любимых клиентов,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,По любым вопросам звоните на 8 800 755-10-10 или пишите нам в чат. Вам быстро ответят самые опытные сотрудники.,,,,False,,label,,1514
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,751ec436-8dcf-4c67-9e32-c3bcfeea4c8e,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Успеть до конца лета,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"«Генеральная репетиция» — большая экспозиция фонда V-A-C в ММОМА. До 16 сентября вы успеете посмотреть третий и заключительный акт выставки о том, каково это — быть музейным экспонатом. С работами Энди Уорхола и Луиз Буржуа будут выставлены бытовые принадлежности вроде старинной муфты или чемодана. ",,,,False,,label,,1450
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,6,,15.0,1.0,#000000,15,normal,6a65850f-ce0d-4c4c-bcb2-610fa2308a2b,40.0,percent,#ffdd2c,false,,False,vertical,,,,,,,0,0,0,0,Как заработать больше,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Открыть вклад,,,,False,,deeplink,,234
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,19e18024-2cb0-4d95-a142-0124d6f6df7e,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что смотреть в кино,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1477
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,1e875c50-fbe5-4a4d-b413-8be8be6c72a3,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Эпичный квест,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Ссылка на квест,,,,False,,web_view,,1546
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,938cd0c1-2522-4232-89a6-35355807a474,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что смотреть в кино,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1570
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,,15.0,1.0,#000000,15,normal,01de3e65-78d0-43b6-8d69-b14f0368c6c5,40.0,percent,#ffdd2c,false,,False,vertical,,,,,,,0,0,0,0,Как научить ребенка копить,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Шаблоны копилок и финплана,,,,False,,web_view,,311
,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,копия,False,8.0,1.0,#000000,15,normal,803c6b3b-a9c7-4424-b8bc-0fd56098e013,,,#ffdd2c,false,,False,vertical,,,,,,False,0,0,0,0,Операции за границей,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Предупредить банк,,,,False,,deeplink,,329
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,645fdd72-f9e7-42c6-ad81-21459208ac33,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Подарочная карта,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1515
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,88baa500-fdd2-4bc4-b854-99f1b83661f6,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Просят стать поручителем,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Разобрались подробно,,,,False,,web_view,,1534
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,49362191-ebcb-4859-929a-2a472d7548e3,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Гаджеты для школы,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1535
,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,копия,False,12.0,1.0,#000000,15,normal,866ab830-6ff2-4c36-b45b-a5ed6bf9faa3,,,#ffdd2c,false,,False,vertical,,,,,,False,0,0,0,0,Операции за границей,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Предупредить банк,,,,False,,deeplink,,328
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,9bfd5680-dd58-4dbc-bf32-c06a02431195,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что смотреть в кино,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1479
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,bfb55096-cd9d-494a-92b6-aee1ce7a7891,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Семь миров Высоцкого,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1489
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,ce4c46d7-ed9f-4516-944b-31565cb929e6,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Гаджеты для авто,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,1480
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,83f61815-5489-4e31-834d-f92947adf00d,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,8,Оборудовать рабочее место,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Ребенку должно нравиться его рабочее место, поэтому необходимо добавить несколько аксессуаров, не связанных с учебой. Это может быть плакат любимой группы или игрушечные автомобили.",,,,False,,label,,1522
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,b9523a89-ceca-4524-a3fc-7e80bdae4e15,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Женский вокал,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Слушать,,,,False,,web_view,,1536
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,d60daca5-b559-450c-8189-903fe4af6a21,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Вернуть деньги за лечение,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Как вернуть деньги,,,,False,,web_view,,1572
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,af75869c-0e81-4eb0-aba6-eebe4ada850c,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Летний фестиваль,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,{{break}},False,,web_view,,1458
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,151a7170-c9c8-43c5-9b32-12b71e2260ad,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,5 сезонных продуктов,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Вместе с абрикосами уходит лето. Из них можно сделать курагу или варенье, чтобы запастись на зиму. А пока стоит есть абрикосы с сыром, добавлять их в острые чатни и соусы, печь пироги. И не забывайте, что у абрикоса съедобны даже косточки. ",,,,False,,label,,1537
,center,0.7,False,vertical,,,0.0,False,,,,percent,50,6,,25.0,1.0,#ffffff,17,bold,d1f25f7e-a3cf-420c-8d58-38ae5bbc672c,40.0,percent,#ffffff,false,,False,vertical,,,,,hasCar,,32,0,16,0,Перевести зарплату на Tinkoff Black,,horizontal,0,16,16,0,,pixels,64,pixels,64,,text,Да,,,,False,,next_page,"{""paramValue"":""NO""}",312
